dcterms:title,schema:artform,dcterms:alternative,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,dcterms:temporal,crm:P4_has_time-span,crm:P7_took_place_at,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by,dcterms:abstract,crm:P72_has_language,dcterms:subject,schema:itemCondition,schema:observationDate,crm:P31i_was_modified_by,schema:dateModified,dcterms:date,dcterms:isPartOf,dcterms:hasPart,crm:P59_has_section,schema:artworkSurface,dcterms:isReferencedBy,dcterms:source,dcterms:identifier,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,crm:P138i_has_representation,dcterms:image
"Abbaye Saint-Benoît-sur-Loire/Fleury Vers 650 - 1791, copié par, Macrobe, Sur le Songe de Scipion, Paris, BnF, Latin 7299, manuscrit 4e quart du 10e siècle - 1er quart du 11e siècle",manuscrit,"Calendaria et tabulae. Macrobius, Commentarii in Somnium Scipionis",Latin 7299,BnF - département des Manuscrits,"48.834355,2.373378",4e quart du 10e siècle - 1er quart du 11e siècle§1er quart du 11e siècle,0976§1025§1001§1025§1001§1025,,Cambridgeshire§Saint-Benoît-sur-Loire§Abbaye de Ramsey ? Abbaye de Fleury-sur-Loire ?,"52.36717,0.00433§47.80561,2.31274",Abbaye Saint-Benoît-sur-Loire/Fleury,,,f. 3-12 § ff. 12bis-73§ff. 28-71,Latin,,,,,,,,,,,"Abbaye Saint-Benoît-sur-Loire/Fleury Vers 650 - 1791, copié par, Macrobe, Sur le Songe de Scipion, Paris, BnF, Latin 7299, manuscrit (4e quart du 10e siècle - 1er quart du 11e siècle)§Notice bibliographique - BnF Archives et Manuscrits§numérisation du manuscrit en noir et blanc",https://agorha.inha.fr/ark:/54721/a4e1d554-cbc2-47d3-9adc-ccd76501f0c8§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc664982§https://gallica.bnf.fr/ark:/12148/btv1b10542286q,a4e1d554-cbc2-47d3-9adc-ccd76501f0c8,Teresa Knapowska,04/10/2023,13/03/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10542286q/f1/manifest.json,"https://gallica.bnf.fr/iiif/ark:/12148/btv1b10542286q/f1/full/!600,600/0/default.jpg"
"La Pharsale de Lucain et al., Paris, BnF, Latin 8040, f.79r",enluminure§manuscrit,,Latin 8040,BnF - département des Manuscrits,"48.834355,2.373378",4e quart du 11e siècle,1076§1100,,Saint-Benoît-sur-Loire§manuscrit d'origine non sûre,"47.80561,2.31274",Abbaye Saint-Benoît-sur-Loire/Fleury,,,,,initiale ornée,,,,,,,,97997b6a-033a-4a76-b38a-d6b4b1e1e663_001§97997b6a-033a-4a76-b38a-d6b4b1e1e663_002,97997b6a-033a-4a76-b38a-d6b4b1e1e663_003,"Abbaye Saint-Benoît-sur-Loire/Fleury Vers 650 - 1791, copié par, La Pharsale de Lucain et al., Paris, BnF, Latin 8040, f.79r, enluminure (4e quart du 11e siècle - )§Notice bibliographique - BnF Archives et Manuscrits§numérisation du manuscrit en noir &amp; blanc",https://agorha.inha.fr/ark:/54721/97997b6a-033a-4a76-b38a-d6b4b1e1e663§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc673007§https://gallica.bnf.fr/ark:/12148/btv1b9076959t,97997b6a-033a-4a76-b38a-d6b4b1e1e663,Teresa Knapowska,04/10/2023,04/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/97997b6a-033a-4a76-b38a-d6b4b1e1e663,https://agorha.inha.fr/ark:/54721/6ae4d36a-1703-4ed3-b5d3-906a852fcecd/doc/959f1319-f55f-4f28-a42f-20a8e04f19e4/original.jpg
"Coran, Paris, BnF, Arabe 324, f.28r., manuscrit 1ère moitié du 12e siècle - 1ère moitié du 13e siècle",manuscrit§livre religieux,,Arabe 324,BnF - département des Manuscrits,"48.834355,2.373378",1ère moitié du 12e siècle - 1ère moitié du 13e siècle,1101§1250,,,,,,,"Le feuillet 324(28) a un âge radiocarbone proche 890±30 ans BP et 915±30 ans BP, ce qui correspond à un âge compris entre le début du 12ème et le début du 13ème siècle.",Arabe,,,,,,,,,,a2a007e3-41ce-464b-b24e-5b93da5b6f71_001,"Coran, Paris, BnF, Arabe 324, f.28r., manuscrit (1ère moitié du 12e siècle - 1ère moitié du 13e siècle)§Notice bibliographique - BnF Archives et Manuscrits§Numérisation effectuée à partir d'un document original",https://agorha.inha.fr/ark:/54721/a2a007e3-41ce-464b-b24e-5b93da5b6f71§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc38617g§https://gallica.bnf.fr/ark:/12148/btv1b8452552h,a2a007e3-41ce-464b-b24e-5b93da5b6f71,Teresa Knapowska,19/05/2023,04/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/a2a007e3-41ce-464b-b24e-5b93da5b6f71,https://agorha.inha.fr/ark:/54721/6cf60e41-95a5-4bb0-8c89-f98f4904e14a/doc/c1af0abc-8a21-45a4-ab53-bde5562bdfba/original.jpg
"Raban Maur, Louanges de la Sainte Croix, Croix, symbole des chœurs célestes, Paris, BnF, Latin 2423 f. 6v",enluminure§manuscrit,Titre de l'enluminure sur f. 6v du manuscrit De laudibus sanctae Crucis Les Louanges de la Sainte Croix de Rabanus Maurus.,Latin 2423,BnF - département des Manuscrits,"48.834355,2.373378",835-848,0830§0848,9e siècle,"Allemagne§Fulda, empire carolingien§Allemagne§Fulda, empire carolingien","52.19498,12.51559§52.19498,12.51559",,,école de l'Abbaye de Fulda,"rédacteur, auteur du cycle de poèmes figurés§Date de traitement de restaurationSur la base de la présence du pigment vert de chrome, cette restauration aurait pu être effectuée à tout moment du milieu du 19e siècle au milieu du 20e siècle.",,"Croix, symbole des choeurs céléstes§croix§symbole§choeur",,,oeuvre restaurée§mauvais état,,,https://agorha.inha.fr/ark:/54721/7cd3ca23-8c7c-4334-b5ff-d3318d5bf225,,,28908c5a-5c7f-414f-9b14-c9908180a6fc_001§28908c5a-5c7f-414f-9b14-c9908180a6fc_002§28908c5a-5c7f-414f-9b14-c9908180a6fc_003,"Raban Maur Vers 780 - 856, école de, Raban Maur, Louanges de la Sainte Croix, Croix, symbole des chœurs célestes, Paris, BnF, Latin 2423 f. 6v, enluminure (Vers 835 - Avant 848)§Notice bibliographique - BnF Archives et Manuscrits§Mandragore, base des manuscrits enluminés de la BnF§Biblissima, Aubervilliers",https://agorha.inha.fr/ark:/54721/28908c5a-5c7f-414f-9b14-c9908180a6fc§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc94635g§http://mandragore.bnf.fr/ark:/12148/cgfbt1112343§https://portail.biblissima.fr/fr/ark:/43093/ifdatabf32390465fab9919e446afae0bbcddb233c8561,28908c5a-5c7f-414f-9b14-c9908180a6fc,Teresa Knapowska,11/03/2022,16/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/28908c5a-5c7f-414f-9b14-c9908180a6fc,https://agorha.inha.fr/ark:/54721/7da7dced-47e7-46d4-87d8-e22e5b6cd669/doc/ec294e94-1831-4ee5-85f4-96235a13c991/original.jpg
"Maître de la Dame à la licorne , peint par, Bible historiale moyenne complétée, Offrandes d'Abel et Caïn, Paris, BnF Français 2, f.10v, enluminure 3e quart du 14e siècle",enluminure§manuscrit,,Français 2,BnF - département des Manuscrits,"48.834355,2.373378",3e quart du 14e siècle,1351§1375,,Paris,"48.856944444444,2.3513888888889",Maître de la Dame à la licorne,,,"enlumineur, décorateur",,Offrandes d'Abel et Caïn§Abel§autel§Caïn§feu§mouton§offrande,,,,,,,,c35587b7-6fe2-4d10-afd5-f9ec01a7230e_002,c35587b7-6fe2-4d10-afd5-f9ec01a7230e_001§c35587b7-6fe2-4d10-afd5-f9ec01a7230e_003§c35587b7-6fe2-4d10-afd5-f9ec01a7230e_004§c35587b7-6fe2-4d10-afd5-f9ec01a7230e_005§c35587b7-6fe2-4d10-afd5-f9ec01a7230e_006§c35587b7-6fe2-4d10-afd5-f9ec01a7230e_007§c35587b7-6fe2-4d10-afd5-f9ec01a7230e_008§c35587b7-6fe2-4d10-afd5-f9ec01a7230e_009§c35587b7-6fe2-4d10-afd5-f9ec01a7230e_010§c35587b7-6fe2-4d10-afd5-f9ec01a7230e_011§c35587b7-6fe2-4d10-afd5-f9ec01a7230e_012,"Maître de la Dame à la licorne , peint par, Bible historiale moyenne complétée, Offrandes d'Abel et Caïn, Paris, BnF Français 2, f.10v, enluminure (3e quart du 14e siècle - )§Notice bibliographique - BnF Archives et Manuscrits§Mandragore - base iconographique de la BnF§manuscrit original numérisé§Biblissima, Aubervilliers§Jonas - Répertoire des textes et des manuscrits médiévaux d'oc et d'oïl",https://agorha.inha.fr/ark:/54721/c35587b7-6fe2-4d10-afd5-f9ec01a7230e§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc485382§http://mandragore.bnf.fr/jsp/AfficheNoticeManArk.jsp?id=701§https://gallica.bnf.fr/ark:/12148/btv1b10515421v§https://portail.biblissima.fr/fr/ark:/43093/mdataa3e1eb9455054f44f1d6865b95059254dfb6a1dd§https://jonas.irht.cnrs.fr/manuscrit/72793,c35587b7-6fe2-4d10-afd5-f9ec01a7230e,Teresa Knapowska,05/08/2022,12/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/c35587b7-6fe2-4d10-afd5-f9ec01a7230e,https://agorha.inha.fr/ark:/54721/1ad191f2-cdef-4316-af7e-68d806f92d95/doc/de663f88-cdce-4ab3-93e0-fd71d2945257/original.jpg
"Pentateuque dit d’Ashburnham ou de Tours, Jacob et les fils de Joseph, Paris, BnF, NAL 2334, f.50r, enluminure 4e quart du 6e siècle - 8e siècle",enluminure§manuscrit,Biblia. Pentateuchus Pentateuque dit d’Ashburnham ou de Tours,NAL 2334,BnF - département des Manuscrits,"48.834355,2.373378",4e quart du 6e siècle - 8e siècle,0576§0800,Antiquité tardive§VIe-VIIe s. et VIIIe s. (fin VIe ou début VIIe; pour les ajouts: milieu du VIIIe s.),"Espagne§Afrique du Nord§Italie septentrionale§Rome§Espagne ou Afrique du nord ou Italie du nord ou Rome ? ; France Est? ou Tours/Fleury?, pour les ajouts.","39.480973,-3.315239§32.95337,9.97559§46.1,13.116666666667§41.891775,12.486137",,,,,Latin,Jacob bénissant les fils de Joseph§enfant§bénédiction§lit§Jacob§Joseph§Pharaon autorisant Joseph à aller en Canaan§ roi d'Egypte§reine§serviteur§palais§Joseph§Funérailles de Jacob§Joseph§Jacob§Juda§Joas de Juda§Benjamin§cheval§harnais§grotte§lamentation§rite funèbre§tombe§linceul§char§Joseph pardonnant à ses frères§colonnade§supplice§pardon§Joseph,,,,,,https://agorha.inha.fr/ark:/54721/9db293f3-558e-41ed-ac96-78cb81977a3e,,,4c942c5c-4608-4455-9479-9042d6b5f4dd_001§4c942c5c-4608-4455-9479-9042d6b5f4dd_002§4c942c5c-4608-4455-9479-9042d6b5f4dd_003§4c942c5c-4608-4455-9479-9042d6b5f4dd_004,"Pentateuque dit d’Ashburnham ou de Tours, Jacob et les fils de Joseph, Paris, BnF, NAL 2334, f.50r, enluminure (4e quart du 6e siècle - 8e siècle)§Notice bibliographique - BnF Archives et Manuscrits§Gallica - numérisation d'un manuscrit original§Biblissima, Aubervilliers§Mandragore - base iconographique - BnF Département des Manuscrits",https://agorha.inha.fr/ark:/54721/4c942c5c-4608-4455-9479-9042d6b5f4dd§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc34643k§https://gallica.bnf.fr/ark:/12148/btv1b53019392c§https://portail.biblissima.fr/fr/ark:/43093/mdata695a885f046ed755c37aa3198046398b2f8a9442§http://mandragore.bnf.fr/jsp/AfficheNoticeManArk.jsp?id=3183§http://www.europeanaregia.eu/node/9462,4c942c5c-4608-4455-9479-9042d6b5f4dd,Teresa Knapowska,22/06/2022,09/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/4c942c5c-4608-4455-9479-9042d6b5f4dd,https://agorha.inha.fr/ark:/54721/7d735ad3-6fda-4c3d-afb7-316fdfc8427d/doc/51c7c602-475c-4a3a-8b67-4f700d16d408/original.jpg
"Pentateuque dit d’Ashburnham ou de Tours, Déluge, BnF, NAL 2334, f.9r, enluminure 4e quart du 6e siècle - 8e siècle",enluminure§manuscrit,Biblia. Pentateuchus Pentateuque dit d’Ashburnham ou de Tours,NAL 2334,BnF - département des Manuscrits,"48.834355,2.373378",4e quart du 6e siècle - 8e siècle,0576§0800,Antiquité tardive,Espagne§Afrique du Nord§Italie septentrionale§Rome§Espagne ou Afrique du nord ou Italie du nord ou Rome ?,"39.480973,-3.315239§32.95337,9.97559§46.1,13.116666666667§41.891775,12.486137",,,,,Latin,Déluge§inondation§Bible§corps§eau§oiseau§cheval§Arche de Noé,,,,,,https://agorha.inha.fr/ark:/54721/9db293f3-558e-41ed-ac96-78cb81977a3e,,9efdb5ac-199b-4b66-aae4-fbfbbe98f194_006§9efdb5ac-199b-4b66-aae4-fbfbbe98f194_007,9efdb5ac-199b-4b66-aae4-fbfbbe98f194_001§9efdb5ac-199b-4b66-aae4-fbfbbe98f194_002§9efdb5ac-199b-4b66-aae4-fbfbbe98f194_003§9efdb5ac-199b-4b66-aae4-fbfbbe98f194_004§9efdb5ac-199b-4b66-aae4-fbfbbe98f194_005§9efdb5ac-199b-4b66-aae4-fbfbbe98f194_008§9efdb5ac-199b-4b66-aae4-fbfbbe98f194_009,"Pentateuque dit d’Ashburnham ou de Tours, Déluge, BnF, NAL 2334, f.9r, enluminure (4e quart du 6e siècle - 8e siècle)§Notice bibliographique - BnF Archives et Manuscrits§Gallica - numérisation d'un manuscrit original§Biblissima, Aubervilliers§Mandragore - base iconographique - BnF Département des Manuscrits",https://agorha.inha.fr/ark:/54721/9efdb5ac-199b-4b66-aae4-fbfbbe98f194§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc34643k§https://gallica.bnf.fr/ark:/12148/btv1b53019392c§https://portail.biblissima.fr/fr/ark:/43093/mdata695a885f046ed755c37aa3198046398b2f8a9442§http://mandragore.bnf.fr/jsp/AfficheNoticeManArk.jsp?id=3183§http://www.europeanaregia.eu/node/9462,9efdb5ac-199b-4b66-aae4-fbfbbe98f194,Teresa Knapowska,17/06/2022,09/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/9efdb5ac-199b-4b66-aae4-fbfbbe98f194,https://agorha.inha.fr/ark:/54721/805c61ef-82db-4c11-8dc8-1620b8abbf22/doc/28b59c8d-2185-4815-ad91-a14746188234/original.jpg
"Pentateuque dit d’Ashburnham ou de Tours, Moïse, Aaron, Hébreux, Pharaon, Paris, BnF, NAL 2334, f.58r, enluminure 4e quart du 6e siècle - 8e siècle",enluminure§manuscrit,Biblia. Pentateuchus Pentateuque dit d’Ashburnham ou de Tours,NAL 2334,BnF - département des Manuscrits,"48.834355,2.373378",4e quart du 6e siècle - 8e siècle,0576§0800,Antiquité tardive§VIe-VIIe s. et VIIIe s. (fin VIe ou début VIIe; pour les ajouts: milieu du VIIIe s.),"Espagne§Afrique du Nord§Italie septentrionale§Rome§Espagne ou Afrique du nord ou Italie du nord ou Rome ? ; France Est? ou Tours/Fleury?, pour les ajouts.","39.480973,-3.315239§32.95337,9.97559§46.1,13.116666666667§41.891775,12.486137",,,,,Latin,Hébreux soumis à la corvée§hébreu§Moïse et Dieu§Moïse§Dieu le Père§Moïse et Aaron devant pharaon§Aaron§ roi d'Egypte§Moïse,,,,,,https://agorha.inha.fr/ark:/54721/9db293f3-558e-41ed-ac96-78cb81977a3e,,,c62d25d7-14af-43b1-b6f2-42ff8543fdcf_001§c62d25d7-14af-43b1-b6f2-42ff8543fdcf_002§c62d25d7-14af-43b1-b6f2-42ff8543fdcf_003§c62d25d7-14af-43b1-b6f2-42ff8543fdcf_004§c62d25d7-14af-43b1-b6f2-42ff8543fdcf_005,"Pentateuque dit d’Ashburnham ou de Tours, Moïse, Aaron, Hébreux, Pharaon, Paris, BnF, NAL 2334, f.58r, enluminure (4e quart du 6e siècle - 8e siècle)§Notice bibliographique - BnF Archives et Manuscrits§Gallica - numérisation d'un manuscrit original§Biblissima, Aubervilliers§Mandragore - base iconographique - BnF Département des Manuscrits",https://agorha.inha.fr/ark:/54721/c62d25d7-14af-43b1-b6f2-42ff8543fdcf§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc34643k§https://gallica.bnf.fr/ark:/12148/btv1b53019392c§https://portail.biblissima.fr/fr/ark:/43093/mdata695a885f046ed755c37aa3198046398b2f8a9442§http://mandragore.bnf.fr/jsp/AfficheNoticeManArk.jsp?id=3183§http://www.europeanaregia.eu/node/9462,c62d25d7-14af-43b1-b6f2-42ff8543fdcf,Teresa Knapowska,22/06/2022,09/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/c62d25d7-14af-43b1-b6f2-42ff8543fdcf,https://agorha.inha.fr/ark:/54721/87d07ef6-c47c-4843-942c-501947b313f3/doc/81fba293-dc45-4ffc-81db-18c2bdcf846d/original.jpg
"Sacramentaire d'Echternach, Lettre ornée, Paris, BnF, Latin 9433, f.22v",manuscrit§enluminure,Sacramentarium,Latin 9433,BnF - département des Manuscrits,"48.834355,2.373378",895-898,0895§0898,4e quart 9e siècle,Luxembourg,"49.61167,6.13","Abbaye d'Echternach§Minuscule caroline de module moyen d'une seule main, avec quelques ligatures archaïques",,,,,Initiale ornée d'entrelacs§entrelacs§Texte en capitales rubriquées avec rehauts,,,,,,,,17d06de8-8df5-4cc0-94d7-2f48b213de19_002,17d06de8-8df5-4cc0-94d7-2f48b213de19_001§17d06de8-8df5-4cc0-94d7-2f48b213de19_003§17d06de8-8df5-4cc0-94d7-2f48b213de19_004,"Abbaye d'Echternach Vers 0698 - 1794, attribué à, Sacramentaire d'Echternach, Lettre ornée, Paris, BnF, Latin 9433, f.22v, manuscrit (895 - 898)§Notice bibliographique - BnF Archives et Manuscrits§Gallica - numérisation d'un manuscrit original§Biblissima, Aubervilliers§Mandragore - base iconographique - BnF Département des Manuscrits",https://agorha.inha.fr/ark:/54721/17d06de8-8df5-4cc0-94d7-2f48b213de19§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc94653d§https://gallica.bnf.fr/ark:/12148/btv1b530193948§https://portail.biblissima.fr/fr/ark:/43093/mdatae142b1e43afda3682411f88fbd46cbd95302e7b6§https://mandragore.bnf.fr/mdgcd5548§http://www.europeanaregia.eu/node/11308,17d06de8-8df5-4cc0-94d7-2f48b213de19,Teresa Knapowska,01/03/2023,04/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/17d06de8-8df5-4cc0-94d7-2f48b213de19,https://agorha.inha.fr/ark:/54721/87db4c26-e5d7-4b75-9ef1-27058a73782d/doc/acc8c4b0-519d-4ed5-94b3-d89e55c2bb20/original.jpg
"Sacramentaire d'Echternach, Lettre ornée, Paris, BnF, Latin 9433, f.110r.",manuscrit§enluminure,Sacramentarium,Latin 9433,BnF - département des Manuscrits,"48.834355,2.373378",895-898,0895§0898,4e quart 9e siècle,Luxembourg,"49.61167,6.13","Abbaye d'Echternach§Minuscule caroline de module moyen d'une seule main, avec quelques ligatures archaïques",,,,,Initiale zoomorphe ornée d'entrelacs§entrelacs§Texte en capitales rubriquées,,,,,,,,,8fea5f1e-740d-4cb1-b32e-dd090b75147b_001§8fea5f1e-740d-4cb1-b32e-dd090b75147b_002§8fea5f1e-740d-4cb1-b32e-dd090b75147b_003,"Abbaye d'Echternach Vers 0698 - 1794, attribué à, Sacramentaire d'Echternach, Lettre ornée, Paris, BnF, Latin 9433, f.110r., manuscrit (895 - 898)§Notice bibliographique - BnF Archives et Manuscrits§Gallica - numérisation d'un manuscrit original§Biblissima, Aubervilliers§Mandragore - base iconographique - BnF Département des Manuscrits",https://agorha.inha.fr/ark:/54721/8fea5f1e-740d-4cb1-b32e-dd090b75147b§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc77386f§https://gallica.bnf.fr/ark:/12148/btv1b530193948§https://portail.biblissima.fr/fr/ark:/43093/mdatae142b1e43afda3682411f88fbd46cbd95302e7b6§https://mandragore.bnf.fr/mdgcd5548§http://www.europeanaregia.eu/node/11308,8fea5f1e-740d-4cb1-b32e-dd090b75147b,Teresa Knapowska,01/03/2023,04/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/8fea5f1e-740d-4cb1-b32e-dd090b75147b,https://agorha.inha.fr/ark:/54721/550ebe56-6397-40a2-a824-05a8ce4b74e8/doc/211336af-09a6-455c-8f8b-35bf43813339/original.jpg
"Raban Maur, Louanges à la sainte croix, Croix, symbole de la passion et de la résurrection, Paris, BnF Latin 2421, f.26v",enluminure§manuscrit,,Latin 2421,BnF - département des Manuscrits,"48.834355,2.373378",3e quart du 10e siècle - 1er quart du 11e siècle,0951§1025,,France,"46,2",,,Abbaye de Fulda,,,"Chrisme, symbole de la première et de la seconde venues§symbole§croix§Chrisme",,,,,,https://agorha.inha.fr/ark:/54721/c9da1d5c-8e97-43f8-ae83-5dc963dea599,,,491227d9-e5cc-4b37-b948-5607b6ac1245_001§491227d9-e5cc-4b37-b948-5607b6ac1245_002§491227d9-e5cc-4b37-b948-5607b6ac1245_003,"Abbaye de Fulda Vers 650 - 1791, copié d'après, Raban Maur, Louanges à la sainte croix, Croix, symbole de la passion et de la résurrection, Paris, BnF Latin 2421, f.26v, enluminure (3e quart du 10e siècle - 1er quart du 11e siècle)§Notice bibliographique§Numérisation sur Gallica§Notice bibliographique§Mandragore, base iconographique",https://agorha.inha.fr/ark:/54721/491227d9-e5cc-4b37-b948-5607b6ac1245§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc946330§https://gallica.bnf.fr/ark:/12148/btv1b84900669§https://portail.biblissima.fr/fr/ark:/43093/mdatad4a4700904dc332b4f74c025ec0aca117cfcbd6d§http://mandragore.bnf.fr/jsp/AfficheNoticeManArk.jsp?id=3121,491227d9-e5cc-4b37-b948-5607b6ac1245,Teresa Knapowska,09/11/2022,04/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/491227d9-e5cc-4b37-b948-5607b6ac1245,https://agorha.inha.fr/ark:/54721/916227c9-ba0d-4d8c-9f5f-b08f266758c0/doc/1bc233ec-8d1b-41bc-9c21-448a94d3cebe/original.jpg
"Raban Maur, Louanges à la sainte croix, Croix, symbole des élus, Paris, BnF Latin 2421, f.27v",enluminure§manuscrit,,Latin 2421,BnF - département des Manuscrits,"48.834355,2.373378",3e quart du 10e siècle - 1er quart du 11e siècle,0951§1025,,France,"46,2",,,Abbaye de Fulda,,,"Croix, symbole des élus§symbole§croix",,,,,,https://agorha.inha.fr/ark:/54721/c9da1d5c-8e97-43f8-ae83-5dc963dea599,,,7c897cad-7f82-4eb2-889f-b8bfa88e2375_001§7c897cad-7f82-4eb2-889f-b8bfa88e2375_002,"Abbaye de Fulda Vers 650 - 1791, copié d'après, Raban Maur, Louanges à la sainte croix, Croix, symbole des élus, Paris, BnF Latin 2421, f.27v, enluminure (3e quart du 10e siècle - 1er quart du 11e siècle)§Notice bibliographique§Numérisation sur Gallica§Notice bibliographique§Mandragore, base iconographique",https://agorha.inha.fr/ark:/54721/7c897cad-7f82-4eb2-889f-b8bfa88e2375§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc946330§https://gallica.bnf.fr/ark:/12148/btv1b84900669§https://portail.biblissima.fr/fr/ark:/43093/mdatad4a4700904dc332b4f74c025ec0aca117cfcbd6d§http://mandragore.bnf.fr/jsp/AfficheNoticeManArk.jsp?id=3121,7c897cad-7f82-4eb2-889f-b8bfa88e2375,Teresa Knapowska,09/11/2022,04/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/7c897cad-7f82-4eb2-889f-b8bfa88e2375,https://agorha.inha.fr/ark:/54721/4c4cd7b5-a210-4a73-a1e1-29ba264caf23/doc/5128585f-947f-4703-9fb7-837aee4f68cb/original.jpg
"Raban Maur, Louanges à la sainte croix, Croix, symbole du royaume des cieux, Paris, BnF Latin 2421, f.23v",enluminure§manuscrit,,Latin 2421,BnF - département des Manuscrits,"48.834355,2.373378",3e quart du 10e siècle - 1er quart du 11e siècle,0951§1025,,France,"46,2",,,Abbaye de Fulda,,,"Croix, symbole du royaume des cieux§symbole§croix",,,,,,https://agorha.inha.fr/ark:/54721/c9da1d5c-8e97-43f8-ae83-5dc963dea599,,,e0de49af-6717-4359-92da-ba2ee61c073b_001§e0de49af-6717-4359-92da-ba2ee61c073b_002,"Abbaye de Fulda Vers 650 - 1791, copié d'après, Raban Maur, Louanges à la sainte croix, Croix, symbole du royaume des cieux, Paris, BnF Latin 2421, f.23v, enluminure (3e quart du 10e siècle - 1er quart du 11e siècle)§Notice bibliographique§Numérisation sur Gallica§Notice bibliographique§Mandragore, base iconographique",https://agorha.inha.fr/ark:/54721/e0de49af-6717-4359-92da-ba2ee61c073b§https://archivesetmanuscrits.bnf.fr/ark:/12148/cc946330§https://gallica.bnf.fr/ark:/12148/btv1b84900669§https://portail.biblissima.fr/fr/ark:/43093/mdatad4a4700904dc332b4f74c025ec0aca117cfcbd6d§http://mandragore.bnf.fr/jsp/AfficheNoticeManArk.jsp?id=3121,e0de49af-6717-4359-92da-ba2ee61c073b,Teresa Knapowska,09/11/2022,12/04/2024,La fabrique de l'art. Couleurs et matériaux de l'enluminure,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/e0de49af-6717-4359-92da-ba2ee61c073b,https://agorha.inha.fr/ark:/54721/310e5058-87f2-4329-8202-260ac95b712f/doc/f34fd8d5-39a9-4314-9abb-859807d93e4f/original.PNG
