dcterms:title,schema:artform,dcterms:alternative,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,dcterms:temporal,crm:P4_has_time-span,crm:P7_took_place_at,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by,dcterms:abstract,crm:P72_has_language,dcterms:subject,schema:itemCondition,schema:observationDate,crm:P31i_was_modified_by,schema:dateModified,dcterms:date,dcterms:isPartOf,dcterms:hasPart,crm:P59_has_section,schema:artworkSurface,dcterms:isReferencedBy,dcterms:source,dcterms:identifier,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,crm:P138i_has_representation,dcterms:image
polyptyque : Sainte Catherine,peinture,,DS 1670,Musée du Petit Palais Avignon,"43.949317,4.805528",4e quart du 14e siècle,1376§1400,,,,Turino di Vanni,,,,,,,,,,,,,,9e93acb8-67b6-4838-87ff-3333b2d5e84f_001§9e93acb8-67b6-4838-87ff-3333b2d5e84f_002§9e93acb8-67b6-4838-87ff-3333b2d5e84f_003§9e93acb8-67b6-4838-87ff-3333b2d5e84f_004§9e93acb8-67b6-4838-87ff-3333b2d5e84f_005§9e93acb8-67b6-4838-87ff-3333b2d5e84f_006§9e93acb8-67b6-4838-87ff-3333b2d5e84f_007§9e93acb8-67b6-4838-87ff-3333b2d5e84f_008§9e93acb8-67b6-4838-87ff-3333b2d5e84f_009§9e93acb8-67b6-4838-87ff-3333b2d5e84f_010,"Turino di Vanni 1348 - 1438, de, polyptyque : Sainte Catherine, peinture (4e quart du 14e siècle - )",https://agorha.inha.fr/ark:/54721/9e93acb8-67b6-4838-87ff-3333b2d5e84f,9e93acb8-67b6-4838-87ff-3333b2d5e84f, Philomène Renard ,01/02/2023,08/02/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/9e93acb8-67b6-4838-87ff-3333b2d5e84f,http://agorha.inha.fr/ark:/54721/fb223798-de4e-46e2-93ba-2035f4d00695/doc/22b61d80-bc54-4a19-862a-0077439bc437/original.jpg
Panneau de polyptyque : Vierge à l'Enfant,peinture§panneau de polyptyque,,DS 1674,"Musée du Petit Palais Avignon§dépôt du musée de Cluny, musée national du Moyen Âge Paris au musée du Petit Palais Avignon","43.949317,4.805528",4e quart du 14e siècle,1376§1400,,,,Turino di Vanni,,,,,,,,,,,,,71c212c8-dd39-4406-8063-32fbdeeb3cc6_005§71c212c8-dd39-4406-8063-32fbdeeb3cc6_006§71c212c8-dd39-4406-8063-32fbdeeb3cc6_007§71c212c8-dd39-4406-8063-32fbdeeb3cc6_008§71c212c8-dd39-4406-8063-32fbdeeb3cc6_009§71c212c8-dd39-4406-8063-32fbdeeb3cc6_010§71c212c8-dd39-4406-8063-32fbdeeb3cc6_011§71c212c8-dd39-4406-8063-32fbdeeb3cc6_012§71c212c8-dd39-4406-8063-32fbdeeb3cc6_013§71c212c8-dd39-4406-8063-32fbdeeb3cc6_014§71c212c8-dd39-4406-8063-32fbdeeb3cc6_015§71c212c8-dd39-4406-8063-32fbdeeb3cc6_016§71c212c8-dd39-4406-8063-32fbdeeb3cc6_017§71c212c8-dd39-4406-8063-32fbdeeb3cc6_018§71c212c8-dd39-4406-8063-32fbdeeb3cc6_019§71c212c8-dd39-4406-8063-32fbdeeb3cc6_020,71c212c8-dd39-4406-8063-32fbdeeb3cc6_001§71c212c8-dd39-4406-8063-32fbdeeb3cc6_002§71c212c8-dd39-4406-8063-32fbdeeb3cc6_003§71c212c8-dd39-4406-8063-32fbdeeb3cc6_004,"Turino di Vanni 1348 - 1438, de, Panneau de polyptyque : Vierge à l'Enfant, peinture (4e quart du 14e siècle - )§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/71c212c8-dd39-4406-8063-32fbdeeb3cc6§https://www.pop.culture.gouv.fr/notice/joconde/000PE012708,71c212c8-dd39-4406-8063-32fbdeeb3cc6, Philomène Renard (La fabrique matérielle du visuel),01/02/2023,27/05/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/71c212c8-dd39-4406-8063-32fbdeeb3cc6,https://agorha.inha.fr/ark:/54721/3c56aa59-4742-425e-b624-7bae0d47d1c2/doc/9e19cf8f-b02d-47e7-8002-d762c99a44ad/original.jpg
Panneau de polyptyque : Saint Nicolas,peinture§panneau de polyptyque,,DS 1671,"Musée du Petit Palais Avignon§dépôt du musée de Cluny, musée national du Moyen Âge Paris au musée du Petit Palais Avignon","43.949317,4.805528",4e quart du 14e siècle,1376§1400,,,,Turino di Vanni,,,,,,,,,,,,,8b7ecc5f-5c82-4fd9-afcb-d6962a30e732_005§8b7ecc5f-5c82-4fd9-afcb-d6962a30e732_006§8b7ecc5f-5c82-4fd9-afcb-d6962a30e732_007§8b7ecc5f-5c82-4fd9-afcb-d6962a30e732_008§8b7ecc5f-5c82-4fd9-afcb-d6962a30e732_009§8b7ecc5f-5c82-4fd9-afcb-d6962a30e732_010§8b7ecc5f-5c82-4fd9-afcb-d6962a30e732_011,8b7ecc5f-5c82-4fd9-afcb-d6962a30e732_001§8b7ecc5f-5c82-4fd9-afcb-d6962a30e732_002§8b7ecc5f-5c82-4fd9-afcb-d6962a30e732_003§8b7ecc5f-5c82-4fd9-afcb-d6962a30e732_004,"Turino di Vanni 1348 - 1438, de, Panneau de polyptyque : Saint Nicolas, peinture (4e quart du 14e siècle - )§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/8b7ecc5f-5c82-4fd9-afcb-d6962a30e732§https://www.pop.culture.gouv.fr/notice/joconde/000PE012708,8b7ecc5f-5c82-4fd9-afcb-d6962a30e732, Philomène Renard (La fabrique matérielle du visuel),01/02/2023,27/05/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/8b7ecc5f-5c82-4fd9-afcb-d6962a30e732,https://agorha.inha.fr/ark:/54721/0b5f4961-4919-4be0-9f68-7a8ca76d518a/doc/1a2a60d4-6c8f-4f6d-9c28-378d9366a8a0/original.jpg
Polyptyque : Calvaire et saints,peinture§polyptyque,,MI 421,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",14e siècle,1301§1400,,,,Zanino di Pietro,,,Restauré en 1972 - 1975,,,,,,,,,,,9fd41c5d-ee2c-4509-8b8f-ec54be17788d_001§9fd41c5d-ee2c-4509-8b8f-ec54be17788d_002§9fd41c5d-ee2c-4509-8b8f-ec54be17788d_003,"Zanino di Pietro , de, Polyptyque : Calvaire et saints, peinture (14e siècle - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/9fd41c5d-ee2c-4509-8b8f-ec54be17788d§https://collections.louvre.fr/ark:/53355/cl010053911§https://www.pop.culture.gouv.fr/notice/joconde/000PE012726,9fd41c5d-ee2c-4509-8b8f-ec54be17788d,RETIF - Léa Checri (La fabrique matérielle du visuel),18/03/2002,27/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/9fd41c5d-ee2c-4509-8b8f-ec54be17788d,https://agorha.inha.fr/ark:/54721/b4bad381-75ad-41e4-9cc4-e9bc4c5c8b5d/doc/f7346aa8-2dd2-4eef-aedc-51fd3dc2ce3c/original.jpg
Vierge Glykofylousa / Crucifixion du Christ,peinture,Face / Revers,BEI 780,Musée de la culture byzantine Thessalonique§Musée byzantin et chrétien Athènes,"40.627547525819594,22.95501803955112§37.97592576360662,23.744585284660356",1er quart du 14e siècle§18e siècle,1301§1325§1701§1800,Face§Revers,Grèce§Grèce,"39,22§39,22",,,,,,Vierge à l'Enfant§Crucifixion,,,,,,,,8035ca8a-42e8-4d0f-bfc5-5c09943e8f40_002§8035ca8a-42e8-4d0f-bfc5-5c09943e8f40_003§8035ca8a-42e8-4d0f-bfc5-5c09943e8f40_004§8035ca8a-42e8-4d0f-bfc5-5c09943e8f40_005§8035ca8a-42e8-4d0f-bfc5-5c09943e8f40_006§8035ca8a-42e8-4d0f-bfc5-5c09943e8f40_007§8035ca8a-42e8-4d0f-bfc5-5c09943e8f40_008§8035ca8a-42e8-4d0f-bfc5-5c09943e8f40_009§8035ca8a-42e8-4d0f-bfc5-5c09943e8f40_010,8035ca8a-42e8-4d0f-bfc5-5c09943e8f40_001,"Anonyme , Vierge Glykofylousa / Crucifixion du Christ, peinture (1er quart du 14e siècle - )",https://agorha.inha.fr/ark:/54721/8035ca8a-42e8-4d0f-bfc5-5c09943e8f40,8035ca8a-42e8-4d0f-bfc5-5c09943e8f40,Marina Dimaki,17/05/2022,17/05/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/8035ca8a-42e8-4d0f-bfc5-5c09943e8f40,https://agorha.inha.fr/ark:/54721/2a63413b-33d2-4662-9283-6238c7bef192/doc/54d70798-1a71-42ee-988e-b57688d6456e/original.jpg
"La Vierge et l'Enfant avec saint Laurent, saint Barthélemy, sainte Marie-Madeleine, sainte Catherine ?, sainte Lucie ?, saint Antoine abbé, La Vierge et l'Enfant avec six saints",peinture,,MI 369,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",1380-1385,1375§1385,,,,Mariotto di Nardo§Ambrogio di Baldese,,,,,,,,,,,,,2e17831d-6502-4a23-9e18-110781c460fb_005§2e17831d-6502-4a23-9e18-110781c460fb_006§2e17831d-6502-4a23-9e18-110781c460fb_007,2e17831d-6502-4a23-9e18-110781c460fb_001§2e17831d-6502-4a23-9e18-110781c460fb_002§2e17831d-6502-4a23-9e18-110781c460fb_003§2e17831d-6502-4a23-9e18-110781c460fb_004,"Mariotto di Nardo , attribué à, La Vierge et l'Enfant avec saint Laurent, saint Barthélemy, sainte Marie-Madeleine, sainte Catherine (?), sainte Lucie (?), saint Antoine abbé, peinture (Vers 1380 - 1385)§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/2e17831d-6502-4a23-9e18-110781c460fb§https://collections.louvre.fr/ark:/53355/cl010053388§https://www.pop.culture.gouv.fr/notice/joconde/000PE012475,2e17831d-6502-4a23-9e18-110781c460fb,RETIF - Léa Checri (La fabrique matérielle du visuel),16/12/2001,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/2e17831d-6502-4a23-9e18-110781c460fb,https://agorha.inha.fr/ark:/54721/7e4ee901-2014-4954-8e46-03c7ffbd844f/doc/9eb63f5b-6e5d-4920-9dfb-a900de33764a/original.jpg
La Vierge et l'Enfant en majesté entourés de six anges§Maestà,peinture,,INV 254,Musée du Louvre Paris,"48.860591,2.337582",4e quart du 13e siècle - 4e quart du 13e siècle,1276§1300,,,,Cimabue,,,Anciennement attribué à Cimabue et atelier ou d'un peintre imitant Cimabue.,,,,,,,,,,932c8e23-3d1b-4561-8558-089ece7394d4_003§932c8e23-3d1b-4561-8558-089ece7394d4_004§932c8e23-3d1b-4561-8558-089ece7394d4_005§932c8e23-3d1b-4561-8558-089ece7394d4_006§932c8e23-3d1b-4561-8558-089ece7394d4_007,932c8e23-3d1b-4561-8558-089ece7394d4_001§932c8e23-3d1b-4561-8558-089ece7394d4_002,"Cimabue Vers 1240 - Avant 1302, de, La Vierge et l'Enfant en majesté entourés de six anges, peinture (4e quart du 13e siècle)§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/932c8e23-3d1b-4561-8558-089ece7394d4§https://collections.louvre.fr/ark:/53355/cl010064463§https://www.pop.culture.gouv.fr/notice/joconde/000PE024808,932c8e23-3d1b-4561-8558-089ece7394d4,RETIF - Léa Checri (La fabrique matérielle du visuel),13/05/2005,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/932c8e23-3d1b-4561-8558-089ece7394d4,https://agorha.inha.fr/ark:/54721/133f114d-fae3-44c9-89f5-c0e2a517a7d1/doc/7f20e48c-0db6-4912-918e-9e9c478fdb8f/original.jpg
Les Funérailles de saint Jérôme,peinture§prédelle§élément,élément de la prédelle du Retable Rinieri,MI 476,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",1430,1425§1435,,,,Francesco di Antonio di Bartolomeo,,,,,,,,,,,,,baad9691-2402-4664-a75e-176dda154341_004§baad9691-2402-4664-a75e-176dda154341_005§baad9691-2402-4664-a75e-176dda154341_006§baad9691-2402-4664-a75e-176dda154341_007,baad9691-2402-4664-a75e-176dda154341_001§baad9691-2402-4664-a75e-176dda154341_002§baad9691-2402-4664-a75e-176dda154341_003,"Francesco di Antonio di Bartolomeo , de, Les Funérailles de saint Jérôme, peinture (Vers 1430 - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/baad9691-2402-4664-a75e-176dda154341§https://collections.louvre.fr/ark:/53355/cl010053560§https://www.pop.culture.gouv.fr/notice/joconde/000PE012538,baad9691-2402-4664-a75e-176dda154341,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/baad9691-2402-4664-a75e-176dda154341,https://agorha.inha.fr/ark:/54721/805ac2fd-e2bc-4aca-9a39-56793b0c66ba/doc/8079aebc-fd0b-483a-aa20-26570182e548/original.jpg
L'Apparition de la Trinité à saint Jérôme ; Les Derniers moments de saint Jérôme,peinture§prédelle§élément,élément de la prédelle du Retable Rinieri,MI 477,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",1430,1425§1435,,,,Francesco di Antonio di Bartolomeo,,,,,,,,,,,,,307a62da-13f2-4c12-b948-94192de91389_004§307a62da-13f2-4c12-b948-94192de91389_005§307a62da-13f2-4c12-b948-94192de91389_006§307a62da-13f2-4c12-b948-94192de91389_007,307a62da-13f2-4c12-b948-94192de91389_001§307a62da-13f2-4c12-b948-94192de91389_002§307a62da-13f2-4c12-b948-94192de91389_003,"Francesco di Antonio di Bartolomeo , de, L'Apparition de la Trinité à saint Jérôme ; Les Derniers moments de saint Jérôme, peinture (Vers 1430 - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/307a62da-13f2-4c12-b948-94192de91389§https://collections.louvre.fr/ark:/53355/cl010053561§https://www.pop.culture.gouv.fr/notice/joconde/000PE012537,307a62da-13f2-4c12-b948-94192de91389,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/307a62da-13f2-4c12-b948-94192de91389,https://agorha.inha.fr/ark:/54721/38df0b0c-5eb7-4893-b0b7-5b1a69838b51/doc/2d236f64-c0e7-47ff-8183-05b2fc2be252/original.jpg
La Dormition et l'Assomption de la Vierge,peinture,,MI 453,Musée du Petit Palais Avignon§dépôt du musée du Louvre Paris au musée du Petit Palais Avignon,"43.949317,4.805528",1455,1450§1460,,,,"Anonyme ombrien§Barna da Siena§Gozzoli, Benozzo",,,,,,,,,,,,,d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_004§d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_005§d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_006§d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_007,d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_001§d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_002§d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_003,"Anonyme ombrien (peintre) - 1er quart du 15e siècle 1er quart du 15e siècle - , attribué à, La Dormition et l'Assomption de la Vierge, peinture (Vers 1455 - )§Musée du Louvre (1793 - ), Paris§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/d3ec26b6-c350-45d6-8f1e-14dadfc54ebf§https://collections.louvre.fr/ark:/53355/cl010053956§https://www.pop.culture.gouv.fr/notice/joconde/000PE012758,d3ec26b6-c350-45d6-8f1e-14dadfc54ebf,RETIF - Philomène Renard (La fabrique matérielle du visuel),13/05/2005,29/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/d3ec26b6-c350-45d6-8f1e-14dadfc54ebf,https://agorha.inha.fr/ark:/54721/badc7f36-f429-4ba9-a84f-8ae6780ca24a/doc/301e6c20-5588-4b3a-9fe9-49bb7583095d/original.jpg
La Vierge et l'Enfant avec deux anges,peinture,,742,Musée des Beaux-Arts Menton,"43.774481,7.49754",13e siècle,1201§1300,,Florence,"43.77925,11.24626",Maestro del Crocefisso di San Miniato al Monte§Maestro della Maddalena,,,,,,,,,,,,,1769fedd-3b70-43d4-8704-24bcecc52864_004§1769fedd-3b70-43d4-8704-24bcecc52864_005§1769fedd-3b70-43d4-8704-24bcecc52864_006§1769fedd-3b70-43d4-8704-24bcecc52864_007§1769fedd-3b70-43d4-8704-24bcecc52864_008§1769fedd-3b70-43d4-8704-24bcecc52864_009§1769fedd-3b70-43d4-8704-24bcecc52864_010§1769fedd-3b70-43d4-8704-24bcecc52864_011§1769fedd-3b70-43d4-8704-24bcecc52864_012§1769fedd-3b70-43d4-8704-24bcecc52864_013§1769fedd-3b70-43d4-8704-24bcecc52864_014§1769fedd-3b70-43d4-8704-24bcecc52864_015§1769fedd-3b70-43d4-8704-24bcecc52864_016§1769fedd-3b70-43d4-8704-24bcecc52864_017§1769fedd-3b70-43d4-8704-24bcecc52864_018§1769fedd-3b70-43d4-8704-24bcecc52864_019§1769fedd-3b70-43d4-8704-24bcecc52864_020§1769fedd-3b70-43d4-8704-24bcecc52864_021,1769fedd-3b70-43d4-8704-24bcecc52864_001§1769fedd-3b70-43d4-8704-24bcecc52864_002§1769fedd-3b70-43d4-8704-24bcecc52864_003,"Maestro del Crocefisso di San Miniato al Monte , de, La Vierge et l'Enfant avec deux anges, peinture (13e siècle - )",https://agorha.inha.fr/ark:/54721/1769fedd-3b70-43d4-8704-24bcecc52864,1769fedd-3b70-43d4-8704-24bcecc52864,RETIF - Léa Checri (La fabrique matérielle du visuel),13/02/2002,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/1769fedd-3b70-43d4-8704-24bcecc52864,https://agorha.inha.fr/ark:/54721/039c2d83-7815-4cd4-83b7-ff5ac7cbccb4/doc/da6deb6d-3708-4815-97d3-6d8f3dffbbe9/original.jpg
Sainte Lucie,peinture§triptyque§élément,,MG 1302,Musée de Grenoble,"45.194985,5.732257",13e siècle,1201§1300,,Rome,"41.891775,12.486137","Torriti, Jacopo",,,,,,,,,,,,,937dc043-baeb-455b-98ea-49503fc37a2b_003§937dc043-baeb-455b-98ea-49503fc37a2b_004§937dc043-baeb-455b-98ea-49503fc37a2b_005§937dc043-baeb-455b-98ea-49503fc37a2b_006§937dc043-baeb-455b-98ea-49503fc37a2b_007§937dc043-baeb-455b-98ea-49503fc37a2b_008§937dc043-baeb-455b-98ea-49503fc37a2b_009§937dc043-baeb-455b-98ea-49503fc37a2b_010§937dc043-baeb-455b-98ea-49503fc37a2b_011§937dc043-baeb-455b-98ea-49503fc37a2b_012§937dc043-baeb-455b-98ea-49503fc37a2b_013§937dc043-baeb-455b-98ea-49503fc37a2b_014§937dc043-baeb-455b-98ea-49503fc37a2b_015§937dc043-baeb-455b-98ea-49503fc37a2b_016§937dc043-baeb-455b-98ea-49503fc37a2b_017§937dc043-baeb-455b-98ea-49503fc37a2b_018§937dc043-baeb-455b-98ea-49503fc37a2b_019§937dc043-baeb-455b-98ea-49503fc37a2b_020,937dc043-baeb-455b-98ea-49503fc37a2b_001§937dc043-baeb-455b-98ea-49503fc37a2b_002,"Torriti, Jacopo , de, Sainte Lucie, peinture (13e siècle - )§Musée de Grenoble, Grenoble§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/937dc043-baeb-455b-98ea-49503fc37a2b§https://www.navigart.fr/grenoble-collectionsartwork/jacopo-torriti-attribue-a-sainte-lucie-60000000005349§https://www.pop.culture.gouv.fr/notice/joconde/09940005182,937dc043-baeb-455b-98ea-49503fc37a2b,RETIF - Léa Checri (La fabrique matérielle du visuel),16/12/2001,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/937dc043-baeb-455b-98ea-49503fc37a2b,https://agorha.inha.fr/ark:/54721/c9596d2d-3c5e-4381-9438-d472198b52cc/doc/18d836f3-3b46-4686-a83a-f5bb32845dc8/original.jpg
Un Ange,peinture,,Cl. 861,"Musée de Cluny, Musée national du Moyen Âge Paris","48.85043,2.34374",14e siècle - 1er quart du 15e siècle,1301§1425,,,,Bartolo di Fredi,,,,,,,,,,,,,3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_005§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_006§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_007§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_008§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_009§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_010§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_011§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_012§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_013§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_014§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_015§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_016§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_017§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_018§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_019§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_020,3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_001§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_002§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_003§3ad7093a-dac0-4bd2-b780-cbb65c53e9eb_004,"Bartolo di Fredi 1330 - 1410, attribué à, Un Ange, peinture (14e siècle - 1er quart du 15e siècle)",https://agorha.inha.fr/ark:/54721/3ad7093a-dac0-4bd2-b780-cbb65c53e9eb,3ad7093a-dac0-4bd2-b780-cbb65c53e9eb,RETIF - Philomène Renard (La fabrique matérielle du visuel),19/11/2010,24/05/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/3ad7093a-dac0-4bd2-b780-cbb65c53e9eb,https://agorha.inha.fr/ark:/54721/c5acf850-b345-497c-8b44-26ad661b4b1a/doc/8c42321f-6fae-4fd1-8569-83b757c4bf75/original.jpg
Vierge Hodegetria,peinture,,BXM 00989,Musée byzantin et chrétien Athènes§Musée byzantin et chrétien Athènes,"37.97592576360662,23.744585284660356§37.97592576360662,23.744585284660356",2e moitié du 13e siècle,1251§1300,Empire byzantin,Méditerranée orientale,"35,20",,,,,,Vierge à l'Enfant,,,,,,,,3595c997-1bd8-4c36-89f1-6d36a1115957_002§3595c997-1bd8-4c36-89f1-6d36a1115957_003§3595c997-1bd8-4c36-89f1-6d36a1115957_004§3595c997-1bd8-4c36-89f1-6d36a1115957_005§3595c997-1bd8-4c36-89f1-6d36a1115957_006§3595c997-1bd8-4c36-89f1-6d36a1115957_007§3595c997-1bd8-4c36-89f1-6d36a1115957_008§3595c997-1bd8-4c36-89f1-6d36a1115957_009,3595c997-1bd8-4c36-89f1-6d36a1115957_001,"Anonyme , Vierge Hodegetria, peinture (2e moitié du 13e siècle - )",https://agorha.inha.fr/ark:/54721/3595c997-1bd8-4c36-89f1-6d36a1115957,3595c997-1bd8-4c36-89f1-6d36a1115957,Marina Dimaki,19/05/2022,08/05/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France§licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/3595c997-1bd8-4c36-89f1-6d36a1115957,https://agorha.inha.fr/ark:/54721/b358ad07-4a9f-4d0f-838e-9c0e946d824c/doc/4f325f39-a886-4eaa-8949-8bd98b95a844/original.jpg
